ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	CROSSIDS
447	snake	MangBang	han	han	h a n	ruma1248	1-28	3 7 4	AXN	HAN	7	7.H.C 7.A.V 7.N.c	2.0 1.5 0.8	han	0	1758	h a n	1758
448	snake	NanSang	han	han	h a n	ruma1248	1-28	3 7 4	AXN	HAN	11	11.H.C 11.A.V 11.N.c	2.0 1.5 0.8	han	0	1758	h a n	1758
950	spit	NamHsan	bɛɁ	bɛɁ	b ɛ ʔ		1-61	1 7 1	AXN	PEH	10	10.P.C 10.E.V 10.H.c	2.0 1.5 0.8	bɛʔ	0	1777	b ɛ ʔ	1777
951	spit	KhunHawt	baic	baic	b ai c		1-61	1 7 1	AXN	PAC	6	6.P.C 6.A.V 6.C.c	2.0 1.5 0.8	baic	0	1777	b ai c	1777
952	spit	HtanHsan	baic	baic	b ai c		1-61	1 7 1	AXN	PAC	5	5.P.C 5.A.V 5.C.c	2.0 1.5 0.8	baic	0	1777	b ai c	1777
953	spit	PangKham	paɁ	paɁ	p a ʔ		1-61	1 7 1	AXN	PAH	14	14.P.C 14.A.V 14.H.c	2.0 1.5 0.8	paʔ	0	1777	p a ʔ	1777
954	spit	ManLoi	paiɁ ɓaiɁ	paiɁ ɓaiɁ	p ai ʔ + ɓ ai ʔ		1-61	1 7 1 9 1 7 1	AXN_AXN	PAH_PAH	8	8.P.C 8.A.V 8.H.c 8._._ 8.P.C 8.A.V 8.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	paiʔ+ɓaiʔ	0	1777 1778	p ai ʔ + ɓ ai ʔ	1777 1778
955	spit	MengDan	peʔ	peʔ	p e ʔ	khan1274	1-61	1 7 1	AXN	PEH	9	9.P.C 9.E.V 9.H.c	2.0 1.5 0.8	peʔ	0	1777	p e ʔ	1777
956	spit	ChuDongGua	bɛ?	bɛ?	b ɛ ʔ		1-61	1 7 1	AXN	PEH	3	3.P.C 3.E.V 3.H.c	2.0 1.5 0.8	bɛʔ	0	1777	b ɛ ʔ	1777
957	spit	XiangZhaiTang	pec	pec	p e c	ruma1248	1-61	1 7 1	AXN	PEC	16	16.P.C 16.E.V 16.C.c	2.0 1.5 0.8	pec	0	1777	p e c	1777
958	spit	PongNuea	paic	paic	p ai c		1-61	1 7 1	AXN	PAC	15	15.P.C 15.A.V 15.C.c	2.0 1.5 0.8	paic	0	1777	p ai c	1777
959	spit	NyaungGone	păt	păt	p ă t		1-61	1 7 1	AXN	PAT	13	13.P.C 13.A.V 13.T.c	2.0 1.5 0.8	păt	0	1777	p ă t	1777
960	spit	NoeLae	păc	păc	p ă c		1-61	1 7 1	AXN	PAC	12	12.P.C 12.A.V 12.C.c	2.0 1.5 0.8	păc	0	1777	p ă c	1777
961	spit	BanPaw	păt	păt	p ă t		1-61	1 7 1	AXN	PAT	1	1.P.C 1.A.V 1.T.c	2.0 1.5 0.8	păt	0	1777	p ă t	1777
962	spit	ChaYeQing	bat	bat	b a t		1-61	1 7 1	AXN	PAT	2	2.P.C 2.A.V 2.T.c	2.0 1.5 0.8	bat	0	1777	b a t	1777
963	spit	GuangKa	bat	bat	b a t	ruma1248	1-61	1 7 1	AXN	PAT	4	4.P.C 4.A.V 4.T.c	2.0 1.5 0.8	bat	1	1777	b a t	1777
964	spit	MangBang	bat	bat	b a t	ruma1248	1-61	1 7 1	AXN	PAT	7	7.P.C 7.A.V 7.T.c	2.0 1.5 0.8	bat	0	1777	b a t	1777
965	spit	NanSang	bat	bat	b a t	ruma1248	1-61	1 7 1	AXN	PAT	11	11.P.C 11.A.V 11.T.c	2.0 1.5 0.8	bat	1	1777	b a t	1777
1093	stand	NamHsan	ʥәŋ	ʥәŋ	dʑ ə ŋ		1-70	2 7 4	AXN	CEN	10	10.C.C 10.E.V 10.N.c	2.0 1.5 0.8	dʑəŋ	1	1795	dʑ ə ŋ	1795
1094	stand	KhunHawt	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70	2 7 4	AXN	CAN	6	6.C.C 6.A.V 6.N.c	2.0 1.5 0.8	dʑaŋ	0	1795	dʑ a ŋ	1795
1095	stand	HtanHsan	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70	2 7 4	AXN	CAN	5	5.C.C 5.A.V 5.N.c	2.0 1.5 0.8	dʑaŋ	0	1795	dʑ a ŋ	1795
1096	stand	PangKham	ʨaŋ	ʨaŋ	tɕ a ŋ		1-70	2 7 4	AXN	CAN	14	14.C.C 14.A.V 14.N.c	2.0 1.5 0.8	tɕaŋ	0	1795	tɕ a ŋ	1795
1097	stand	ManLoi	ʨaŋ	ʨaŋ	tɕ a ŋ		1-70	2 7 4	AXN	CAN	8	8.C.C 8.A.V 8.N.c	2.0 1.5 0.8	tɕaŋ	0	1795	tɕ a ŋ	1795
1098	stand	MengDan	ʨaŋ	ʨaŋ	tɕ a ŋ	khan1274	1-70	2 7 4	AXN	CAN	9	9.C.C 9.A.V 9.N.c	2.0 1.5 0.8	tɕaŋ	0	1795	tɕ a ŋ	1795
1099	stand	ChuDongGua	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70	2 7 4	AXN	CAN	3	3.C.C 3.A.V 3.N.c	2.0 1.5 0.8	dʑaŋ	0	1795	dʑ a ŋ	1795
1100	stand	XiangZhaiTang	ʨɔŋ	ʨɔŋ	tɕ ɔ ŋ	ruma1248	1-70	2 7 4	AXN	CUN	16	16.C.C 16.U.V 16.N.c	2.0 1.5 0.8	tɕɔŋ	0	1795	tɕ ɔ ŋ	1795
1101	stand	PongNuea	ʨɔŋ	ʨɔŋ	tɕ ɔ ŋ		1-70	2 7 4	AXN	CUN	15	15.C.C 15.U.V 15.N.c	2.0 1.5 0.8	tɕɔŋ	0	1795	tɕ ɔ ŋ	1795
1102	stand	NyaungGone	cɔk	cɔk	c ɔ k		1-70	1 7 1	AXN	CUK	13	13.C.C 13.U.V 13.K.c	2.0 1.5 0.8	cɔk	0	1795	c ɔ k	1795
1103	stand	NoeLae	cɔŋ	cɔŋ	c ɔ ŋ		1-70	1 7 4	AXN	CUN	12	12.C.C 12.U.V 12.N.c	2.0 1.5 0.8	cɔŋ	0	1795	c ɔ ŋ	1795
1104	stand	BanPaw	cɔŋ	cɔŋ	c ɔ ŋ		1-70	1 7 4	AXN	CUN	1	1.C.C 1.U.V 1.N.c	2.0 1.5 0.8	cɔŋ	0	1795	c ɔ ŋ	1795
1105	stand	ChaYeQing	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70	2 7 4	AXN	CAN	2	2.C.C 2.A.V 2.N.c	2.0 1.5 0.8	dʑaŋ	0	1795	dʑ a ŋ	1795
1106	stand	GuangKa	ʥɔŋ	ʥɔŋ	dʑ ɔ ŋ	ruma1248	1-70	2 7 4	AXN	CUN	4	4.C.C 4.U.V 4.N.c	2.0 1.5 0.8	dʑɔŋ	0	1795	dʑ ɔ ŋ	1795
1107	stand	MangBang	ʥɔŋ	ʥɔŋ	dʑ ɔ ŋ	ruma1248	1-70	2 7 4	AXN	CUN	7	7.C.C 7.U.V 7.N.c	2.0 1.5 0.8	dʑɔŋ	0	1795	dʑ ɔ ŋ	1795
1108	stand	NanSang	ʥɔŋ	ʥɔŋ	dʑ ɔ ŋ	ruma1248	1-70	2 7 4	AXN	CUN	11	11.C.C 11.U.V 11.N.c	2.0 1.5 0.8	dʑɔŋ	0	1795	dʑ ɔ ŋ	1795
33	star	NamHsan	samɛŋ	samɛŋ	s a + m ɛ ŋ		1-3	3 7 9 4 7 4	AX_AXN	SA_MEN	10	10.S.C 10.A.V 10._._ 10.M.C 10.E.V 10.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+mɛŋ	0	1812 1813	s a + m ɛ ŋ	1812 1813
34	star	KhunHawt	sәmeɲ	sәmeɲ	s ə + m e ɲ		1-3	3 7 9 4 7 4	AX_AXN	SE_MEN	6	6.S.C 6.E.V 6._._ 6.M.C 6.E.V 6.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sə+meɲ	0	1812 1813	s ə + m e ɲ	1812 1813
35	star	HtanHsan	sameɲ	sameɲ	s a + m e ɲ		1-3	3 7 9 4 7 4	AX_AXN	SA_MEN	5	5.S.C 5.A.V 5._._ 5.M.C 5.E.V 5.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+meɲ	0	1812 1813	s a + m e ɲ	1812 1813
36	star	PangKham	plaːŋ	plaːŋ	p l aː ŋ		2-3	1 5 7 4	ACXN	PLAN	14	14.P.C 14.L.C 14.A.V 14.N.c	2.0 1.5 1.5 0.8	plaːŋ	0	1814	p l aː ŋ	1814
37	star	ManLoi	plaːŋ	plaːŋ	p l aː ŋ		2-3	1 5 7 4	ACXN	PLAN	8	8.P.C 8.L.C 8.A.V 8.N.c	2.0 1.5 1.5 0.8	plaːŋ	0	1814	p l aː ŋ	1814
38	star	MengDan	kəman	kəman	k ə + m a n	khan1274	3-3	1 7 9 4 7 4	AX_AXN	KE_MAN	9	9.K.C 9.E.V 9._._ 9.M.C 9.A.V 9.N.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+man	0	1812 1813	k ə + m a n	1812 1813
39	star	ChuDongGua	səmaɲ	səmaɲ	s ə + m a ɲ		1-3	3 7 9 4 7 4	AX_AXN	SE_MAN	3	3.S.C 3.E.V 3._._ 3.M.C 3.A.V 3.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sə+maɲ	0	1812 1813	s ə + m a ɲ	1812 1813
40	star	XiangZhaiTang	samɛɲ	samɛɲ	s a + m ɛ ɲ	ruma1248	1-3	3 7 9 4 7 4	AX_AXN	SA_MEN	16	16.S.C 16.A.V 16._._ 16.M.C 16.E.V 16.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+mɛɲ	0	1812 1813	s a + m ɛ ɲ	1812 1813
41	star	PongNuea	samaɲ	samaɲ	s a + m a ɲ		1-3	3 7 9 4 7 4	AX_AXN	SA_MAN	15	15.S.C 15.A.V 15._._ 15.M.C 15.A.V 15.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+maɲ	0	1812 1813	s a + m a ɲ	1812 1813
42	star	NyaungGone	samăn	samăn	s a + m ă n		1-3	3 7 9 4 7 4	AX_AXN	SA_MAN	13	13.S.C 13.A.V 13._._ 13.M.C 13.A.V 13.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+măn	0	1812 1813	s a + m ă n	1812 1813
43	star	NoeLae	samăɲ	samăɲ	s a + m ă ɲ		1-3	3 7 9 4 7 4	AX_AXN	SA_MAN	12	12.S.C 12.A.V 12._._ 12.M.C 12.A.V 12.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+măɲ	0	1812 1813	s a + m ă ɲ	1812 1813
44	star	BanPaw	samăn	samăn	s a + m ă n		1-3	3 7 9 4 7 4	AX_AXN	SA_MAN	1	1.S.C 1.A.V 1._._ 1.M.C 1.A.V 1.N.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+măn	0	1812 1813	s a + m ă n	1812 1813
45	star	ChaYeQing	khaman	khaman	kʰ a + m a n		3-3	1 7 9 4 7 4	AX_AXN	KA_MAN	2	2.K.C 2.A.V 2._._ 2.M.C 2.A.V 2.N.c	2.0 1.5 0.0 2.0 1.5 0.8	kʰa+man	0	1812 1813	kʰ a + m a n	1812 1813
46	star	GuangKa	laːw	laːw	l aː w	ruma1248	4-3	5 7 6	AXN	LAW	4	4.L.C 4.A.V 4.W.c	2.0 1.5 0.8	laːw	0	1814	- l aː w	1814
47	star	MangBang	laːw	laːw	l aː w	ruma1248	4-3	5 7 6	AXN	LAW	7	7.L.C 7.A.V 7.W.c	2.0 1.5 0.8	laːw	0	1814	- l aː w	1814
48	star	NanSang	laːw	laːw	l aː w	ruma1248	4-3	5 7 6	AXN	LAW	11	11.L.C 11.A.V 11.W.c	2.0 1.5 0.8	laːw	0	1814	- l aː w	1814
161	stone	NamHsan	moː	moː	m oː		1-11	4 7	AX	MU	10	10.M.C 10.U.V	2.0 1.5	moː	0	1840	m oː -	1840
162	stone	KhunHawt	moːw	moːw	m oː w		2-11	4 7 6	AXN	MUW	6	6.M.C 6.U.V 6.W.c	2.0 1.5 0.8	moːw	0	1840	m oː w	1840
163	stone	HtanHsan	moːw	moːw	m oː w		2-11	4 7 6	AXN	MUW	5	5.M.C 5.U.V 5.W.c	2.0 1.5 0.8	moːw	0	1840	m oː w	1840
164	stone	PangKham	maːw	maːw	m aː w		2-11	4 7 6	AXN	MAW	14	14.M.C 14.A.V 14.W.c	2.0 1.5 0.8	maːw	0	1840	m aː w	1840
165	stone	ManLoi	maːw	maːw	m aː w		2-11	4 7 6	AXN	MAW	8	8.M.C 8.A.V 8.W.c	2.0 1.5 0.8	maːw	0	1840	m aː w	1840
166	stone	MengDan	mɛːw	mɛːw	m ɛː w	khan1274	2-11	4 7 6	AXN	MEW	9	9.M.C 9.E.V 9.W.c	2.0 1.5 0.8	mɛːw	0	1840	m ɛː w	1840
167	stone	ChuDongGua	maːw	maːw	m aː w		2-11	4 7 6	AXN	MAW	3	3.M.C 3.A.V 3.W.c	2.0 1.5 0.8	maːw	0	1840	m aː w	1840
168	stone	XiangZhaiTang	maːw	maːw	m aː w	ruma1248	2-11	4 7 6	AXN	MAW	16	16.M.C 16.A.V 16.W.c	2.0 1.5 0.8	maːw	0	1840	m aː w	1840
169	stone	PongNuea	maːw	maːw	m aː w		2-11	4 7 6	AXN	MAW	15	15.M.C 15.A.V 15.W.c	2.0 1.5 0.8	maːw	0	1840	m aː w	1840
170	stone	NyaungGone	maw	maw	m a w		2-11	4 7 6	AXN	MAW	13	13.M.C 13.A.V 13.W.c	2.0 1.5 0.8	maw	0	1840	m a w	1840
171	stone	NoeLae	maw	maw	m a w		2-11	4 7 6	AXN	MAW	12	12.M.C 12.A.V 12.W.c	2.0 1.5 0.8	maw	0	1840	m a w	1840
172	stone	BanPaw	maw	maw	m a w		2-11	4 7 6	AXN	MAW	1	1.M.C 1.A.V 1.W.c	2.0 1.5 0.8	maw	0	1840	m a w	1840
173	stone	ChaYeQing	maːw	maːw	m aː w		2-11	4 7 6	AXN	MAW	2	2.M.C 2.A.V 2.W.c	2.0 1.5 0.8	maːw	0	1840	m aː w	1840
174	stone	GuangKa	maːw	maːw	m aː w	ruma1248	2-11	4 7 6	AXN	MAW	4	4.M.C 4.A.V 4.W.c	2.0 1.5 0.8	maːw	0	1840	m aː w	1840
175	stone	MangBang	maːw	maːw	m aː w	ruma1248	2-11	4 7 6	AXN	MAW	7	7.M.C 7.A.V 7.W.c	2.0 1.5 0.8	maːw	0	1840	m aː w	1840
176	stone	NanSang	maːw	maːw	m aː w	ruma1248	2-11	4 7 6	AXN	MAW	11	11.M.C 11.A.V 11.W.c	2.0 1.5 0.8	maːw	0	1840	m aː w	1840
1	sun	NamHsan	saŋiː	saŋiː	s a + ŋ iː		1-1	3 7 9 4 7	AX_AX	SA_NI	10	10.S.C 10.A.V 10._._ 10.N.C 10.I.V	2.0 1.5 0.0 2.0 1.5	sa+ŋiː	0	1857 1858	s a + ŋ iː -	1857 1858
2	sun	KhunHawt	saŋiː	saŋiː	s a + ŋ iː		1-1	3 7 9 4 7	AX_AX	SA_NI	6	6.S.C 6.A.V 6._._ 6.N.C 6.I.V	2.0 1.5 0.0 2.0 1.5	sa+ŋiː	0	1857 1858	s a + ŋ iː -	1857 1858
3	sun	HtanHsan	saŋiː	saŋiː	s a + ŋ iː		1-1	3 7 9 4 7	AX_AX	SA_NI	5	5.S.C 5.A.V 5._._ 5.N.C 5.I.V	2.0 1.5 0.0 2.0 1.5	sa+ŋiː	0	1857 1858	s a + ŋ iː -	1857 1858
4	sun	PangKham	saŋaj	saŋaj	s a + ŋ a j		2-1	3 7 9 4 7 6	AX_AXN	SA_NAJ	14	14.S.C 14.A.V 14._._ 14.N.C 14.A.V 14.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋaj	0	1857 1858	s a + ŋ a j	1857 1858
5	sun	ManLoi	saŋaj	saŋaj	s a + ŋ a j		2-1	3 7 9 4 7 6	AX_AXN	SA_NAJ	8	8.S.C 8.A.V 8._._ 8.N.C 8.A.V 8.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋaj	0	1857 1858	s a + ŋ a j	1857 1858
6	sun	MengDan	ŋəj	ŋəj	ŋ ə j	khan1274	2-1	4 7 6	AXN	NEJ	9	9.N.C 9.E.V 9.J.c	2.0 1.5 0.8	ŋəj	0	1858	ŋ ə j	1858
7	sun	ChuDongGua	səŋɔj	səŋɔj	s ə + ŋ ɔ j		2-1	3 7 9 4 7 6	AX_AXN	SE_NUJ	3	3.S.C 3.E.V 3._._ 3.N.C 3.U.V 3.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sə+ŋɔj	0	1857 1858	s ə + ŋ ɔ j	1857 1858
8	sun	XiangZhaiTang	saŋɛː	saŋɛː	s a + ŋ ɛː	ruma1248	1-1	3 7 9 4 7	AX_AX	SA_NE	16	16.S.C 16.A.V 16._._ 16.N.C 16.E.V	2.0 1.5 0.0 2.0 1.5	sa+ŋɛː	0	1857 1858	s a + ŋ ɛː -	1857 1858
9	sun	PongNuea	saŋɛj	saŋɛj	s a + ŋ ɛ j		2-1	3 7 9 4 7 6	AX_AXN	SA_NEJ	15	15.S.C 15.A.V 15._._ 15.N.C 15.E.V 15.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋɛj	0	1857 1858	s a + ŋ ɛ j	1857 1858
10	sun	NyaungGone	saŋɛ	saŋɛ	s a + ŋ ɛ		1-1	3 7 9 4 7	AX_AX	SA_NE	13	13.S.C 13.A.V 13._._ 13.N.C 13.E.V	2.0 1.5 0.0 2.0 1.5	sa+ŋɛ	0	1857 1858	s a + ŋ ɛ -	1857 1858
11	sun	NoeLae	saŋɛ	saŋɛ	s a + ŋ ɛ		1-1	3 7 9 4 7	AX_AX	SA_NE	12	12.S.C 12.A.V 12._._ 12.N.C 12.E.V	2.0 1.5 0.0 2.0 1.5	sa+ŋɛ	0	1857 1858	s a + ŋ ɛ -	1857 1858
12	sun	BanPaw	saŋɛ	saŋɛ	s a + ŋ ɛ		1-1	3 7 9 4 7	AX_AX	SA_NE	1	1.S.C 1.A.V 1._._ 1.N.C 1.E.V	2.0 1.5 0.0 2.0 1.5	sa+ŋɛ	0	1857 1858	s a + ŋ ɛ -	1857 1858
13	sun	ChaYeQing	khaŋaj	khaŋaj	kʰ a + ŋ a j		2-1	1 7 9 4 7 6	AX_AXN	KA_NAJ	2	2.K.C 2.A.V 2._._ 2.N.C 2.A.V 2.J.c	2.0 1.5 0.0 2.0 1.5 0.8	kʰa+ŋaj	0	1857 1858	kʰ a + ŋ a j	1857 1858
14	sun	GuangKa	saŋaj	saŋaj	s a + ŋ a j	ruma1248	2-1	3 7 9 4 7 6	AX_AXN	SA_NAJ	4	4.S.C 4.A.V 4._._ 4.N.C 4.A.V 4.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋaj	0	1857 1858	s a + ŋ a j	1857 1858
15	sun	MangBang	saŋaj	saŋaj	s a + ŋ a j	ruma1248	2-1	3 7 9 4 7 6	AX_AXN	SA_NAJ	7	7.S.C 7.A.V 7._._ 7.N.C 7.A.V 7.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋaj	0	1857 1858	s a + ŋ a j	1857 1858
16	sun	NanSang	saŋaj	saŋaj	s a + ŋ a j	ruma1248	2-1	3 7 9 4 7 6	AX_AXN	SA_NAJ	11	11.S.C 11.A.V 11._._ 11.N.C 11.A.V 11.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+ŋaj	0	1857 1858	s a + ŋ a j	1857 1858
353	tail	NamHsan	saɗaː	saɗaː	s a + ɗ aː		1-23	3 7 9 1 7	AX_AX	SA_TA	10	10.S.C 10.A.V 10._._ 10.T.C 10.A.V	2.0 1.5 0.0 2.0 1.5	sa+ɗaː	0	1899 1889	s a + ɗ aː	1899 1889
354	tail	KhunHawt	saɗaː	saɗaː	s a + ɗ aː		1-23	3 7 9 1 7	AX_AX	SA_TA	6	6.S.C 6.A.V 6._._ 6.T.C 6.A.V	2.0 1.5 0.0 2.0 1.5	sa+ɗaː	0	1889 1895	s a + ɗ aː	1889 1895
355	tail	HtanHsan	saɗaː	saɗaː	s a + ɗ aː		1-23	3 7 9 1 7	AX_AX	SA_TA	5	5.S.C 5.A.V 5._._ 5.T.C 5.A.V	2.0 1.5 0.0 2.0 1.5	sa+ɗaː	0	1889 1894	s a + ɗ aː	1889 1894
356	tail	PangKham	saɗaː	saɗaː	s a + ɗ aː		1-23	3 7 9 1 7	AX_AX	SA_TA	14	14.S.C 14.A.V 14._._ 14.T.C 14.A.V	2.0 1.5 0.0 2.0 1.5	sa+ɗaː	0	1889 1903	s a + ɗ aː	1889 1903
357	tail	ManLoi	saɗɛː	saɗɛː	s a + ɗ ɛː		1-23	3 7 9 1 7	AX_AX	SA_TE	8	8.S.C 8.A.V 8._._ 8.T.C 8.E.V	2.0 1.5 0.0 2.0 1.5	sa+ɗɛː	0	1889 1897	s a + ɗ ɛː	1889 1897
358	tail	MengDan	kəɗɛː	kəɗɛː	k ə + ɗ ɛː	khan1274	1-23	1 7 9 1 7	AX_AX	KE_TE	9	9.K.C 9.E.V 9._._ 9.T.C 9.E.V	2.0 1.5 0.0 2.0 1.5	kə+ɗɛː	0	1898 1889	k ə + ɗ ɛː	1898 1889
359	tail	ChuDongGua	sadaː	sadaː	s a + d aː		1-23	3 7 9 1 7	AX_AX	SA_TA	3	3.S.C 3.A.V 3._._ 3.T.C 3.A.V	2.0 1.5 0.0 2.0 1.5	sa+daː	0	1892 1889	s a + d aː	1892 1889
360	tail	XiangZhaiTang	sədaː	sədaː	s ə + d aː	ruma1248	1-23	3 7 9 1 7	AX_AX	SE_TA	16	16.S.C 16.E.V 16._._ 16.T.C 16.A.V	2.0 1.5 0.0 2.0 1.5	sə+daː	0	1905 1889	s ə + d aː	1905 1889
361	tail	PongNuea	sadɛa	sadɛa	s a + d ɛa		1-23	3 7 9 1 7	AX_AX	SA_TE	15	15.S.C 15.A.V 15._._ 15.T.C 15.E.V	2.0 1.5 0.0 2.0 1.5	sa+dɛa	0	1889 1904	s a + d ɛa	1889 1904
362	tail	NyaungGone	sada	sada	s a + d a		1-23	3 7 9 1 7	AX_AX	SA_TA	13	13.S.C 13.A.V 13._._ 13.T.C 13.A.V	2.0 1.5 0.0 2.0 1.5	sa+da	0	1889 1902	s a + d a	1889 1902
363	tail	NoeLae	sada	sada	s a + d a		1-23	3 7 9 1 7	AX_AX	SA_TA	12	12.S.C 12.A.V 12._._ 12.T.C 12.A.V	2.0 1.5 0.0 2.0 1.5	sa+da	0	1889 1901	s a + d a	1889 1901
364	tail	BanPaw	sada	sada	s a + d a		1-23	3 7 9 1 7	AX_AX	SA_TA	1	1.S.C 1.A.V 1._._ 1.T.C 1.A.V	2.0 1.5 0.0 2.0 1.5	sa+da	0	1889 1890	s a + d a	1889 1890
365	tail	ChaYeQing	khaɗaː	khaɗaː	kʰ a + ɗ aː		1-23	1 7 9 1 7	AX_AX	KA_TA	2	2.K.C 2.A.V 2._._ 2.T.C 2.A.V	2.0 1.5 0.0 2.0 1.5	kʰa+ɗaː	0	1891 1889	kʰ a + ɗ aː	1891 1889
366	tail	GuangKa	sataː	sataː	s a + t aː	ruma1248	1-23	3 7 9 1 7	AX_AX	SA_TA	4	4.S.C 4.A.V 4._._ 4.T.C 4.A.V	2.0 1.5 0.0 2.0 1.5	sa+taː	0	1889 1893	s a + t aː	1889 1893
367	tail	MangBang	sataː	sataː	s a + t aː	ruma1248	1-23	3 7 9 1 7	AX_AX	SA_TA	7	7.S.C 7.A.V 7._._ 7.T.C 7.A.V	2.0 1.5 0.0 2.0 1.5	sa+taː	0	1889 1896	s a + t aː	1889 1896
368	tail	NanSang	sataː	sataː	s a + t aː	ruma1248	1-23	3 7 9 1 7	AX_AX	SA_TA	11	11.S.C 11.A.V 11._._ 11.T.C 11.A.V	2.0 1.5 0.0 2.0 1.5	sa+taː	0	1900 1889	s a + t aː	1900 1889
1411	this	NamHsan	haɁɨː	haɁɨː	h a + ʔ ɨː		1-90	3 7 9 1 7	AX_AX	HA_HI	10	10.H.C 10.A.V 10._._ 10.H.C 10.I.V	2.0 1.5 0.0 2.0 1.5	ha+ʔɨː	0	1923 1925	h a - - + ʔ ɨː	1923 1925
1412	this	KhunHawt	Ɂanin	Ɂanin	ʔ a + n i n		2-90	1 7 9 4 7 4	AX_AXN	HA_NIN	6	6.H.C 6.A.V 6._._ 6.N.C 6.I.V 6.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+nin	0	1923 1922	ʔ a - - + n i n	1923 1922
1413	this	HtanHsan	Ɂanin	Ɂanin	ʔ a + n i n		2-90	1 7 9 4 7 4	AX_AXN	HA_NIN	5	5.H.C 5.A.V 5._._ 5.N.C 5.I.V 5.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+nin	0	1923 1922	ʔ a - - + n i n	1923 1922
1414	this	PangKham	niː	niː	n iː		3-90	4 7	AX	NI	14	14.N.C 14.I.V	2.0 1.5	niː	0	1922	n iː -	1922
1415	this	ManLoi	naŋɁɨː	naŋɁɨː	n a ŋ + ʔ ɨː		4-90	4 7 4 9 1 7	AXN_AX	NAN_HI	8	8.N.C 8.A.V 8.N.c 8._._ 8.H.C 8.I.V	2.0 1.5 0.8 0.0 2.0 1.5	naŋ+ʔɨː	0	1922 1923	n a ŋ + ʔ ɨː - -	1922 1923
1416	this	MengDan	ɗuʔɯː	ɗuʔɯː	ɗ u + ʔ ɯː	khan1274	4-90	1 7 9 1 7	AX_AX	TY_HI	9	9.T.C 9.Y.V 9._._ 9.H.C 9.I.V	2.0 1.5 0.0 2.0 1.5	ɗu+ʔɯː	0	1924 1923	ɗ u + ʔ ɯː - -	1924 1923
1417	this	ChuDongGua	ha?ɨ	ha?ɨ	h a ʔ ɨ		4-90	3 7 1 7	AXBZ	HAHI	3	3.H.C 3.A.V 3.H.C 3.I.V	2.0 1.5 1.75 0.8	haʔɨ	0	1923	h a ʔ ɨ	1923
1418	this	XiangZhaiTang	Ɂaniː	Ɂaniː	ʔ a + n iː	ruma1248	3-90	1 7 9 4 7	AX_AX	HA_NI	16	16.H.C 16.A.V 16._._ 16.N.C 16.I.V	2.0 1.5 0.0 2.0 1.5	ʔa+niː	0	1923 1922	ʔ a - - + n iː -	1923 1922
1419	this	PongNuea	nɨj	nɨj	n ɨ j		4-90	4 7 6	AXN	NIJ	15	15.N.C 15.I.V 15.J.c	2.0 1.5 0.8	nɨj	0	1922	n ɨ j	1922
1420	this	NyaungGone	ni	ni	n i		3-90	4 7	AX	NI	13	13.N.C 13.I.V	2.0 1.5	ni	0	1922	n i -	1922
1421	this	NoeLae	ni	ni	n i		3-90	4 7	AX	NI	12	12.N.C 12.I.V	2.0 1.5	ni	0	1922	n i -	1922
1422	this	BanPaw	nɨj	nɨj	n ɨ j		4-90	4 7 6	AXN	NIJ	1	1.N.C 1.I.V 1.J.c	2.0 1.5 0.8	nɨj	0	1922	n ɨ j	1922
1423	this	ChaYeQing	ʔanin	ʔanin	ʔ a + n i n		2-90	1 7 9 4 7 4	AX_AXN	HA_NIN	2	2.H.C 2.A.V 2._._ 2.N.C 2.I.V 2.N.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+nin	0	1923 1922	ʔ a - - + n i n	1923 1922
1424	this	GuangKa	niː	niː	n iː	ruma1248	3-90	4 7	AX	NI	4	4.N.C 4.I.V	2.0 1.5	niː	0	1922	n iː -	1922
